Player,Team,Position,Age,Matches played,Minutes played,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Assists,Assists per 90,xA,xA per 90,Second assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Long passes per 90,"Accurate long passes, %",Successful attacking actions per 90,Goals,Goals per 90,Non-penalty goals,xG,xG per 90,Shots per 90,"Shots on target, %","Goal conversion, %",Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Conceded goals,Conceded goals per 90,xG against,xG against per 90,Prevented goals,Prevented goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",Exits per 90,GK Aerial duels per 90
Nuno Tavares,Arsenal,LB,21,13,711,7.47,5.44,60.47,3.67,58.62,0.25,4.05,5.49,1.14,1,0.13,0.58,0.07,0.13,0.25,50,0.25,2.78,72.73,2.91,39.13,0.25,50,0.76,1.01,5.82,56.52,42.03,81.63,11.01,75.86,2.78,45.45,5.4,4,0.24,3,2.93,0.18,1.2,40,20,4.74,40.51,4.38,65.75,6.48,51.85,3.66,2.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
O. Aina,Torino,LB,25,16,1122,8.26,6.1,63.16,2.89,50,0.24,4.33,5.93,1.28,0,0,1.09,0.09,0,0.32,75,0.32,4.41,70.91,2.49,77.42,0.56,85.71,0.96,0.96,8.02,70,35.05,75.06,12.59,59.87,4.33,40.74,3.36,1,0.07,1,0.79,0.05,0.34,40,20,3.69,49.09,2.28,55.88,3.76,46.43,0.6,1.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
P. Estupiñán,Villarreal,LB,23,16,1005,8.87,7.25,59.26,2.6,48.28,0.27,4.48,7.18,1.52,0,0,1.52,0.14,0.18,0.99,72.73,0.18,4.66,82.69,3.85,44.19,0.99,72.73,1.07,0.99,8.51,74.74,48.99,81.9,14.96,74.85,2.51,50,2.32,1,0.11,1,0.6,0.06,1.05,40,10,1.48,14.29,2.74,57.69,6.32,45,1.48,1.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
P. Frankowski,Lens,LB,26,20,1652,8.28,7.52,52.17,1.2,40.91,0.05,4.09,4.9,0.98,4,0.22,1.82,0.1,0.05,0.33,50,0.65,3.16,63.79,2.67,51.02,0.49,33.33,0.87,0.71,6.7,76.42,42.71,81.63,9.21,68.05,1.63,36.67,3.93,4,0.25,3,2.66,0.16,1.35,40.91,18.182,2.46,35,3.81,58.06,8.54,54.68,1.78,3.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
P. Hincapié,Bayer Leverkusen,LB,20,12,807,10.37,7.7,69.57,5.35,58.33,0.78,4.8,6.45,0.56,1,0.11,0.43,0.05,0,0.33,66.67,0.22,3.12,42.86,1,55.56,0.45,50,0.22,0.22,7.47,52.24,42.6,80.89,16.17,71.03,3.68,45.45,3.66,1,0.07,1,0.68,0.05,0.84,41.67,8.333,4.08,39.66,2.6,62.16,4.01,59.65,1.83,2.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Q. Merlin,Nantes,LB,19,12,732,9.34,7.87,71.88,2.09,35.29,0.12,3.69,3.81,0.49,0,0,0.8,0.1,0.12,0.37,66.67,0.49,7.38,81.67,3.57,44.83,0.49,75,0.61,0.98,13.16,80.37,42.79,79.89,16.84,79.56,6.39,61.54,3.09,2,0.09,2,1.24,0.06,0.55,41.67,16.667,3.46,32,2.72,61.02,5.91,50,0.97,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
R. Aït Nouri,Wolverhampton Wanderers,LB,20,9,777,11.58,11.35,66.33,1.27,45.45,0,3.71,4.23,0.58,1,0.12,0.96,0.11,0,0.58,0,0.12,2.55,68.18,3.13,25.93,1.04,22.22,0.23,0.58,9.03,57.69,40.31,73.56,12.05,59.62,5.33,47.83,3.4,2,0.22,2,2.77,0.3,2.3,42.86,9.524,4.49,34.15,1.43,38.46,3.62,42.42,2.74,1.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
R. Haps,Venezia,LB,28,10,855,11.26,6.74,65.63,2.53,50,0.42,6.11,6.21,0.63,0,0,0.29,0.03,0,0.11,100,0.11,2.84,62.96,1.16,36.36,0.21,0,0,0.53,7.68,65.75,31.26,79.8,13.16,70.4,4,57.89,4.68,1,0.07,1,0.26,0.02,0.5,42.86,14.286,5.1,40.28,3.61,62.75,8.01,50.44,0.57,1.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
R. Henry,Brentford,LB,24,16,1484,8.37,7.1,52.14,2.18,44.44,0.36,4.49,5.92,0.73,0,0,0.96,0.06,0,0.12,50,0.06,3.34,65.45,2.06,44.12,0.24,0,0.49,0.49,6,66.67,30.99,73.78,10.25,59.76,2.85,34.04,2.24,1,0.11,1,0.2,0.02,0.78,42.86,14.286,3.58,31.25,1.79,43.75,3.8,32.35,0.34,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
R. Marchizza,Empoli,LB,23,18,1394,7.55,7.42,59.13,1.68,42.31,0.26,3.16,4.01,1.16,1,0.06,1.46,0.09,0.06,0.06,0,0.39,5.42,57.14,2.78,58.14,0.71,18.18,0.58,1.16,8.13,73.02,31.44,73.92,13.56,67.14,5.55,41.86,1.6,0,0,0,0.68,0.08,1.11,44.44,0,1.11,33.33,1.6,46.15,3.45,28.57,1.11,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
R. Perraud,Southampton,LB,24,9,752,8.5,7.9,66.67,2.15,33.33,0,2.63,3.33,1.2,0,0,0.35,0.04,0,0.24,0,0.36,2.99,36,2.87,41.67,0.6,20,0.36,0.72,4.43,59.46,25.61,64.02,9.81,60.98,3.11,23.08,8.25,3,0.17,3,0.84,0.05,1.68,44.83,10.345,8.3,39.16,6.45,61.26,10.51,52.49,2.32,3.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Raphaël Guerreiro,Borussia Dortmund,LB,28,11,855,8,6.63,69.84,0.53,20,0.11,3.05,4.86,0.84,1,0.11,1.96,0.21,0.21,0.95,22.22,0.42,9.58,84.62,2.63,52,1.26,8.33,0.84,0.53,11.47,80.73,68.84,87.31,27.89,85.28,4.21,57.5,2.51,2,0.14,2,0.89,0.06,0.88,46.15,15.385,3.6,32.08,1.29,68.42,2.85,57.14,0.88,1.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Reinildo Mandava,Lille,LB,27,15,1345,10.57,9.03,61.48,3.14,57.45,0.07,4.75,6.05,1.94,0,0,0.05,0,0,0.47,14.29,0.07,5.09,64.47,1.34,35,0.67,10,0.27,0.33,6.62,69.7,42.22,83.99,15.26,70.61,3.55,37.74,2.51,4,0.22,4,1.97,0.11,1.14,47.62,19.048,2.83,28.85,2.12,46.15,4.25,39.74,1.96,1.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ricardo Mangas,Bordeaux,LB,23,17,1555,9.26,8.16,53.19,2.14,45.95,0.12,4.86,5.92,0.87,1,0.06,0.14,0.01,0,0.23,0,0.06,3.99,75.36,1.85,31.25,0.93,31.25,0.46,0.06,6.19,69.16,32.53,80.6,12.27,75.94,3.41,62.71,1.77,0,0,0,0.44,0.02,0.09,50,0,1.51,47.06,1.73,53.85,4.07,40.22,0.58,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rogério,Sassuolo,LB,24,16,1451,9.37,6.64,62.62,1.49,45.83,0.19,5.21,7.88,0.87,1,0.06,2.71,0.17,0,0.19,33.33,0.56,3.78,77.05,3.23,44.23,0.37,16.67,0.62,1.12,6.57,76.42,48.69,86.11,14.58,83.83,3.54,57.89,2.28,0,0,0,0.17,0.01,0.27,50,0,1.14,35.29,2.48,67.57,4.42,59.09,0.67,1.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rubén Duarte,Deportivo Alavés,LB,26,18,1589,13.03,8.44,60.4,3.68,52.31,0.45,7.08,8.39,1.59,1,0.06,0.68,0.04,0.06,0.17,0,0.23,5.44,53.13,2.83,42,0.45,12.5,0.34,1.02,7.82,71.01,32,72.74,14.44,64.71,6.34,51.79,4.41,1,0.1,1,0.56,0.06,0.6,50,16.667,4.01,27.5,4.41,65.91,8.23,47.56,0.8,2.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
S. Bastoni,Spezia,LB,25,20,1646,9.08,8.48,54.19,1.37,80,0.33,4.26,5.06,1.09,2,0.11,3.12,0.17,0.05,0.77,21.43,0.44,7.16,67.18,3.55,50.77,1.37,28,0.93,0.93,8.91,80.98,39.37,78.75,18.37,73.21,6.18,53.1,2.82,0,0,0,0.13,0.02,0.51,50,0,2.31,27.78,3.21,52,5,38.46,0.77,2.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
S. Doumbia,Angers SCO,LB,25,13,1072,8.23,4.37,57.69,1.01,41.67,0.17,5.37,6.49,0.76,0,0,0.81,0.07,0,0,0,0.34,2.77,75.76,1.85,36.36,0.17,0,0,0.67,4.95,79.66,35.26,87.14,7.56,77.78,1.18,28.57,2.18,0,0,0,0.4,0.03,0.17,50,0,3.32,36.84,1.05,75,2.88,54.55,0.61,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
S. El Shaarawy,Roma,LB,29,17,750,4.56,3.84,50,2.64,50,0.24,2.52,3.6,0.84,0,0,2.48,0.3,0,0.84,42.86,1.2,2.76,65.22,3.84,65.63,1.68,35.71,2.64,0.6,5.4,88.89,37.08,85.11,9.6,75,2.4,75,1.65,1,0.07,1,1.35,0.1,0.72,50,10,2.29,28.13,0.72,60,1.65,47.83,1,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sergio Reguilón,Tottenham Hotspur,LB,25,17,1370,9.33,7.69,60.68,2.76,40.48,0.2,4.27,5.67,1.12,3,0.2,1.73,0.11,0,0.39,16.67,0.66,2.96,73.33,3.74,42.11,0.53,12.5,0.66,1.31,7.09,62.04,36.2,76.41,9.85,70.67,2.69,46.34,2.51,3,0.19,3,2.3,0.14,1.07,52.94,17.647,3.01,35.42,1.25,55,2.57,51.22,1.13,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
T. Augello,Sampdoria,LB,27,19,1600,7.26,5.4,59.38,2.31,63.41,0.23,3.88,4.57,0.34,0,0,0.99,0.06,0,0.23,50,0.17,4.11,65.75,2.76,42.86,0.28,60,0.34,0.84,8.66,74.03,35.72,76.85,14.18,69.44,3.77,59.7,1.97,2,0.16,2,0.3,0.02,0.57,57.14,28.571,2.87,17.14,2.54,45.16,4.68,31.58,0.41,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
T. Delaine,Metz,LB,29,14,1204,7.77,6.13,62.2,1.42,31.58,0.22,3.06,3.3,1.12,1,0.07,1.25,0.09,0,0.37,60,0.6,2.99,60,3.74,38,0.82,36.36,0.52,1.5,6.35,77.65,29.6,77.02,8.9,68.07,3.06,51.22,3.02,1,0.07,1,0.77,0.05,0.34,60,20,4.87,33.8,1.51,54.55,2.81,43.9,3.16,2.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
T. Hazard,Borussia Dortmund,LB,28,14,747,7.95,8.07,61.19,2.41,40,0.12,2.41,3.73,1.45,0,0,0.62,0.07,0,1.08,22.22,0.6,3.61,56.67,2.65,40.91,0.96,0,0.72,1.08,5.54,69.57,45.3,79.52,9.52,64.56,1.81,53.33,2.77,4,0.24,4,0.74,0.04,0.88,60,26.667,1.71,20.69,2.77,65.96,6.72,53.51,0.88,1.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
T. Mitchell,Crystal Palace,LB,22,21,2033,11.33,9.56,68.06,1.86,40.48,0.04,4.74,6.55,0.62,1,0.04,1.9,0.08,0.04,0.22,40,0.31,5.18,63.25,1.82,60.98,0.71,31.25,0.8,0.66,10,65.93,40.15,77.07,19.21,68.66,5.98,45.93,3.1,0,0,0,0.77,0.06,0.38,60,0,3.85,49.02,1.51,50,3.78,40,1.28,1.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Theo Hernández,Milan,LB,24,17,1465,7.56,5.9,65.63,0.98,81.25,0.06,3.69,5.28,0.98,5,0.31,2.22,0.14,0.06,0.8,38.46,0.55,4.61,73.33,1.9,48.39,0.92,33.33,0.86,0.92,7.8,72.44,45.03,84.72,13.21,75.81,2.83,50,1.9,1,0.05,1,0.38,0.02,0.16,66.67,33.333,1.57,41.38,2,54.05,3.84,39.44,0.6,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
V. Le Goff,Lorient,LB,32,16,1538,6.73,6.96,49.58,1.11,47.37,0.18,3.22,3.7,0.82,1,0.06,1.53,0.09,0,0.59,30,0.41,4.92,66.67,3.28,48.21,1.23,33.33,0.47,1.17,8.78,74,37.63,76.67,12.41,67.92,3.8,50.77,2.26,2,0.13,2,1.09,0.07,0.19,66.67,66.667,1.61,48,2.45,55.26,4.65,44.44,1.16,1.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
V. N'Simba,Clermont,LB,28,19,1607,8.29,5.6,68,0.95,23.53,0.17,3.98,4.98,0.78,3,0.17,1.03,0.06,0.11,0.78,28.57,0.34,6.05,62.04,3.47,38.71,1.23,27.27,0.45,0.9,9.63,75,46.04,79.44,17.08,70.82,3.98,49.3,3.21,0,0,0,0.25,0.02,0.45,66.67,0,3.89,32.69,3.36,42.22,5.08,38.24,0.75,2.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Y. Gerhardt,Wolfsburg,LB,27,12,765,9.53,6.59,78.57,3.29,57.14,0.12,4,5.93,0.82,0,0,0.5,0.06,0.12,0.71,33.33,0.35,5.29,68.89,3.06,42.31,0.94,37.5,0.71,0.82,9.76,71.08,43.65,77.09,16.71,68.31,2.82,45.83,2.29,1,0.07,1,0.34,0.02,0.14,100,50,2.5,45.71,2,39.29,4.15,32.76,1.22,1.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A. Adli,Bayer Leverkusen,LW,21,16,872,8.05,6.09,66.1,2.89,28.57,0.21,3.61,5.05,1.86,1,0.1,1.02,0.11,0.1,1.14,45.45,0.31,3.92,65.79,2.17,42.86,0.83,12.5,1.03,0.21,4.64,75.56,30.24,78.5,8.57,73.49,0.31,0,3.72,2,0.21,2,1.49,0.15,16,1.65,56.25,12.5,1.34,15.38,4.13,50,9.7,41.49,2.79,2.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A. Danjuma,Villarreal,LW,24,12,856,1.79,1.26,58.33,0.21,0,0.11,0.95,1.53,0.42,2,0.21,0.52,0.05,0,0.74,28.57,0.21,1.26,66.67,2.1,50,0.63,66.67,1.68,0.32,2,89.47,21.55,77.07,3.05,86.21,0.42,75,5.99,5,0.53,4,5.25,0.55,3.47,39.39,12.121,1.58,20,7.25,56.52,10.51,50,6.62,4.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A. Golovin,Monaco,LW,25,13,739,5.97,6.09,52,0.97,37.5,0.12,2.44,3.68,1.34,2,0.24,1.89,0.23,0,1.1,55.56,0.12,3.78,58.06,4.02,51.52,1.22,30,1.58,0.97,5.72,80.85,39.34,80.8,9.62,72.15,2.07,47.06,4.26,2,0.24,2,1.48,0.18,13,1.58,38.46,15.385,2.56,42.86,3.17,61.54,8.4,40.58,2.07,2.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A. Gómez,Sevilla,LW,33,15,1024,4.57,3.87,52.27,0.97,36.36,0,2.02,2.97,0.88,0,0,0.49,0.04,0.09,0.26,66.67,0.26,3.96,77.78,2.2,52,0.88,60,0.62,0.26,4.22,75,41.84,89.5,8.17,81.72,3.78,67.44,3.52,2,0.18,2,0.81,0.07,15,1.32,26.67,13.333,1.49,17.65,4.83,56.36,9.84,43.75,1.76,3.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A. Gordon,Everton,LW,20,15,863,8.66,8.13,51.28,3.55,38.24,0.31,3.96,4.6,1.25,1,0.1,0.61,0.06,0,0.21,50,0.1,1.88,72.22,2.5,41.67,0.1,0,0.31,1.04,4.28,60.98,24.51,74.04,5.84,53.57,1.04,30,5.01,2,0.21,2,2.13,0.22,15,1.56,40,13.333,2.82,44.44,5.53,54.72,10.01,48.96,1.77,2.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A. Lozano,Cádiz,LW,28,16,1026,4.04,4.74,46.3,5.96,26.47,0.09,1.58,1.6,2.28,1,0.09,0.62,0.05,0,0.44,80,0.44,1.23,64.29,1.4,62.5,0.26,66.67,0.61,0.61,1.75,75,13.68,72.44,2.02,60.87,0.96,36.36,5.09,5,0.44,5,2.47,0.22,2.54,34.48,17.241,1.93,36.36,5.96,52.94,15,38.6,3.68,2.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A. Saint-Maximin,Newcastle United,LW,24,19,1764,2.6,1.94,52.63,1.33,42.31,0,1.53,1.72,0.46,3,0.15,1.62,0.08,0.05,0.71,35.71,0.46,2.35,71.74,2.19,60.47,0.77,33.33,0.87,0.71,2.24,97.73,20.66,75.8,4.54,71.91,1.02,55,8.16,4,0.2,4,3.9,0.2,2.04,40,10,2.55,36,10.66,57.89,19.8,45.1,2.86,4.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alberto Moreno,Villarreal,LW,29,18,878,7.07,5.84,57.89,1.33,46.15,0,3.49,5.54,1.23,1,0.1,0.91,0.09,0,1.23,33.33,0.41,4,76.92,3.08,63.33,1.23,41.67,0.92,0.92,4.51,79.55,42.13,85.89,9.94,74.23,1.44,57.14,3.59,3,0.31,3,2.17,0.22,16,1.64,50,18.75,2.15,47.62,2.15,61.9,6.66,46.15,2.36,2.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alberto Perea,Cádiz,LW,31,12,720,7.75,5.63,64.44,1,0,0.13,4.13,5.1,1,1,0.13,0.65,0.08,0,0.5,100,0.38,4.63,70.27,4.5,47.22,0.38,66.67,0.75,1.38,8,84.38,33.25,77.07,9.63,70.13,2.5,35,8,0,0,0,0.68,0.09,14,1.75,21.43,0,3.75,36.67,10,57.5,14.63,50.43,1,3.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Álvaro García,Rayo Vallecano,LW,29,19,1614,6.64,5.02,56.67,1.34,25,0.17,3.62,5.16,0.67,2,0.11,3.57,0.2,0,0.84,46.67,0.89,1.78,43.75,3.9,42.86,0.45,12.5,0.67,1.73,4.35,65.38,25.93,62.58,6.8,51.64,2.29,39.02,4.74,5,0.28,5,4.65,0.26,40,2.23,37.5,12.5,5.41,36.08,2.62,59.57,4.63,45.78,4.74,1.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
C. Hudson-Odoi,Chelsea,LW,21,12,808,5.12,5.46,59.18,1.34,33.33,0,1.89,2.98,0.89,1,0.11,2.42,0.27,0,0.67,83.33,1.11,1.78,75,3.56,59.38,0.45,25,2.34,1.11,4.79,90.7,31.75,81.4,6.13,78.18,0.78,42.86,6.46,1,0.11,1,1.95,0.22,14,1.56,57.14,7.143,3.01,33.33,5.68,70.59,10.69,48.96,4.9,4.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D. Bouanga,Saint-Étienne,LW,27,17,1151,7.66,8.84,55.75,5.63,54.17,0,2.35,2.98,1.88,0,0,0.99,0.08,0,0.47,33.33,0.39,2.74,48.57,2.35,36.67,0.78,20,0.86,0.55,3.83,61.22,24.32,69.77,6.18,59.49,2.74,48.57,5.24,3,0.23,3,4.69,0.37,41,3.21,39.02,7.317,2.5,28.13,8.76,35.71,14.86,31.05,3.99,2.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D. Gray,Everton,LW,25,17,1409,4.54,3.45,66.67,0.96,0,0.06,1.79,2.16,0.45,2,0.13,2.52,0.16,0,0.89,42.86,0.83,1.47,73.91,2.36,51.35,0.83,38.46,0.7,0.96,2.87,80,23.7,83.02,4.66,71.23,1.41,72.73,7.03,5,0.32,5,2.67,0.17,35,2.24,34.29,14.286,2.68,47.62,7.6,60.5,13.86,43.78,2.49,2.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D. Johnsen,Venezia,LW,23,16,1090,3.22,3.3,50,1.24,20,0,1.49,1.59,0.66,1,0.08,1.76,0.15,0,0.33,75,0.83,1.57,42.11,2.31,60.71,0.17,50,0.99,0.66,2.39,75.86,17.26,64.59,3.06,59.46,1.24,60,4.05,0,0,0,1.11,0.09,13,1.07,46.15,0,2.64,34.38,5.61,42.65,9.91,32.5,2.72,1.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D. Machís,Granada,LW,28,13,877,6.36,5.64,54.55,2.57,32,0.1,3.28,4.36,1.54,0,0,1.46,0.15,0,0.31,33.33,0.51,2.57,56,1.95,68.42,0.51,40,0.41,1.13,4.82,72.34,23.5,68.12,6.57,48.44,2.57,40,6.16,2,0.21,2,1.23,0.13,19,1.95,47.37,10.526,2.87,42.86,7.29,53.52,14.37,43.57,2.26,3.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D. McNeil,Burnley,LW,22,17,1612,8.77,6.7,51.67,0.61,45.45,0.45,4.8,5.41,0.5,0,0,3.28,0.18,0.17,0.67,41.67,0.5,3.41,65.57,3.68,51.52,0.89,56.25,0.5,1.4,4.91,76.14,28.81,75.78,6.76,63.64,2.85,68.63,5.42,0,0,0,1.28,0.07,22,1.23,31.82,0,4.08,34.25,5.53,60.61,11.56,47.83,0.73,1.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
E. Bardhi,Levante,LW,26,14,906,6.85,7.85,49.37,0.79,25,0,2.88,3.48,1.79,2,0.2,1.22,0.12,0,1.19,33.33,0.5,4.07,63.41,2.78,46.43,1.39,42.86,0.7,0.6,4.47,75.56,29.6,76.17,8.84,66.29,2.88,55.17,4.17,3,0.3,1,2.54,0.25,25,2.48,24,12,1.99,25,5.26,50.94,11.82,42.86,0.99,1.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
E. Dennis,Watford,LW,24,17,1393,6.53,7.82,50.41,4.97,37.66,0.13,2.52,2.9,2.39,5,0.32,1.48,0.1,0,0.84,30.77,0.39,1.55,50,1.55,54.17,0.52,50,0.58,0.52,2.71,69.05,16.99,69.2,3.94,52.46,0.39,50,4.39,8,0.52,8,3.96,0.26,2.13,57.58,24.242,1.68,34.62,5.75,40.45,12.73,28.43,3.62,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
E. Gyasi,Spezia,LW,28,20,1837,6.37,4.61,68.09,2.69,20,0.15,2.84,3.35,1.03,0,0,0.32,0.02,0.1,0.29,83.33,0.1,1.67,79.41,0.98,55,0.15,66.67,0.59,0.24,3.58,65.75,28.17,85.39,5.78,81.36,0.59,66.67,2.35,3,0.15,3,2.86,0.14,26,1.27,30.77,11.538,0.88,11.11,2.4,67.35,11.27,36.09,1.96,1.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
E. Rashani,Clermont,LW,28,15,937,9.32,8.84,61.96,2.98,35.48,0.29,3.36,4.18,1.73,2,0.19,0.79,0.08,0.19,0.58,66.67,0.58,2.88,76.67,2.31,41.67,0.38,75,0.86,0.48,4.23,68.18,29.39,80.72,8.36,71.26,0.48,40,2.79,4,0.38,4,1.65,0.16,10,0.96,40,40,1.92,30,2.88,50,7.11,36.49,2.21,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
E. Smith-Rowe,Arsenal,LW,21,18,1302,4.35,2.9,54.76,0.97,21.43,0.07,2.42,3.03,0.21,2,0.14,2,0.14,0.07,0.83,41.67,0.35,2.97,83.72,2.35,50,0.69,50,1.04,0.35,3.46,86,31.8,89.13,7.33,83.96,0.76,45.45,2.76,8,0.55,8,4,0.28,25,1.73,64,32,1.04,26.67,2.63,39.47,6.08,35.23,2.28,2.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F. Bernardeschi,Juventus,LW,27,16,1037,4.86,5.29,49.18,1.56,38.89,0.26,2.26,3.15,1.04,2,0.17,1.36,0.12,0,0.69,62.5,0.69,3.56,73.17,2.69,61.29,0.87,50,1.39,0.52,4.77,81.82,31.07,82.96,8.24,69.47,3.12,66.67,4.25,1,0.09,1,1.4,0.12,28,2.43,21.43,3.571,2.26,23.08,5.81,47.76,9.72,39.29,2.86,2.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F. Cervi,Celta de Vigo,LW,27,19,945,10.19,8.38,60.23,2.57,37.04,0.1,4.29,6.59,0.67,1,0.1,0.85,0.08,0,0.1,0,0.29,2.86,76.67,1.43,60,0.19,0,0.48,1.05,4.57,68.75,32.86,79.71,8.95,68.09,2.1,31.82,3.05,1,0.1,1,1.2,0.11,6,0.57,33.33,16.667,2.38,48,3.43,50,7.24,40.79,2,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F. Honorat,Brest,LW,25,20,1792,6.38,6.03,66.67,1.71,38.24,0,2.36,2.47,0.9,3,0.15,4.41,0.22,0.05,1.05,33.33,0.9,2.01,55,4.47,40.45,1.16,43.48,1.41,0.8,4.37,81.61,32.7,72.81,6.13,68.85,2.66,60.38,4.17,6,0.3,6,3.65,0.18,40,2.01,52.5,15,4.12,28.05,3.67,43.84,6.88,39.42,3.16,3.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
